service_id,date,account_id,company_name,province,service_family,service_item,ticket_type,sla_hours,resolved,parts_used,labor_hours,revenue_usd
SRV_ACC00773_02,2025-12-20,ACC00773,Pampa Solutions Corp.,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,24,1,0,4.51,8191.47
SRV_ACC00773_03,2025-05-12,ACC00773,Pampa Solutions Corp.,CABA,Servicio técnico,Mantenimiento correctivo,audit,24,1,1,6.91,13866.57
SRV_ACC00773_04,2025-05-22,ACC00773,Pampa Solutions Corp.,CABA,Cursos de capacitación,Capacitación técnica,preventive,8,0,2,3.57,2622.41
SRV_ACC00774_01,2025-03-07,ACC00774,Norte Oil S.A.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,4,1,3,1.74,16729.76
SRV_ACC00774_02,2024-08-30,ACC00774,Norte Oil S.A.,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,preventive,12,1,2,9.61,7368.69
SRV_ACC00774_03,2024-10-25,ACC00774,Norte Oil S.A.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,4,1,2,0.5,45261.57
SRV_ACC00774_04,2025-03-11,ACC00774,Norte Oil S.A.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,4,1,5,1.18,14096.62
SRV_ACC00774_05,2026-03-02,ACC00774,Norte Oil S.A.,Buenos Aires,Cursos de capacitación,Capacitación técnica,corrective,8,1,1,4.13,3747.8
SRV_ACC00775_01,2025-12-06,ACC00775,Delta Minera Corp.,Córdoba,Cursos de capacitación,Capacitación técnica,corrective,12,1,2,11.41,3334.36
SRV_ACC00775_02,2025-12-20,ACC00775,Delta Minera Corp.,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,corrective,8,1,1,3.72,2775.09
SRV_ACC00775_03,2024-07-28,ACC00775,Delta Minera Corp.,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,8,1,1,3.64,23653.18
SRV_ACC00775_04,2024-10-08,ACC00775,Delta Minera Corp.,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,audit,48,1,2,2.12,5126.44
SRV_ACC00776_01,2025-07-12,ACC00776,Patagonia Energía S.A.,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,corrective,12,1,2,5.23,863.31
SRV_ACC00777_01,2024-04-21,ACC00777,Andes Infraestructura Corp.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,24,1,0,6.8,11450.21
SRV_ACC00778_01,2024-08-29,ACC00778,Aconcagua Industrial Group,Santa Fe,Cursos de capacitación,Capacitación técnica,audit,48,1,5,2.54,2919.05
SRV_ACC00778_02,2025-05-02,ACC00778,Aconcagua Industrial Group,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,corrective,24,1,0,3.35,10866.32
SRV_ACC00778_03,2025-12-10,ACC00778,Aconcagua Industrial Group,Santa Fe,Servicio técnico,Mantenimiento correctivo,corrective,4,1,2,1.32,498.0
SRV_ACC00779_01,2024-10-11,ACC00779,Andes Industrial S.R.L.,Mendoza,Cursos de capacitación,Capacitación técnica,audit,8,1,0,4.21,1895.8
SRV_ACC00780_01,2025-01-17,ACC00780,Cumbre Operaciones S.A.,San Juan,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,2,2.3,17982.42
SRV_ACC00781_01,2025-02-12,ACC00781,Austral Energía Argentina,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,preventive,4,1,0,1.19,11580.82
SRV_ACC00781_02,2024-05-04,ACC00781,Austral Energía Argentina,Buenos Aires,Cursos de capacitación,Capacitación técnica,preventive,12,1,4,11.1,1837.11
SRV_ACC00781_03,2024-08-27,ACC00781,Austral Energía Argentina,Buenos Aires,Cursos de capacitación,Capacitación técnica,corrective,8,1,4,2.16,2629.65
SRV_ACC00781_04,2024-07-07,ACC00781,Austral Energía Argentina,Buenos Aires,Cursos de capacitación,Capacitación técnica,training,12,1,1,0.93,723.41
SRV_ACC00781_05,2024-11-29,ACC00781,Austral Energía Argentina,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,1,1.64,17619.76
SRV_ACC00782_01,2024-10-07,ACC00782,Andes Tecnología S.R.L.,Neuquén,Servicio técnico,Mantenimiento correctivo,audit,24,0,4,0.72,18894.17
SRV_ACC00782_02,2025-09-25,ACC00782,Andes Tecnología S.R.L.,Neuquén,Servicio técnico,Mantenimiento correctivo,preventive,4,1,1,1.52,4541.39
SRV_ACC00783_01,2025-09-16,ACC00783,Pampa Solutions Group,Córdoba,Cursos de capacitación,Capacitación técnica,preventive,4,1,3,9.5,2526.55
SRV_ACC00784_01,2026-01-24,ACC00784,Cumbre Energía S.A.,CABA,Servicio técnico,Mantenimiento correctivo,corrective,48,1,2,7.36,4838.7
SRV_ACC00784_02,2024-06-14,ACC00784,Cumbre Energía S.A.,CABA,Auditoria de Aire Sullair,Auditoría industrial,corrective,8,1,3,7.11,9586.85
SRV_ACC00784_03,2025-09-11,ACC00784,Cumbre Energía S.A.,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,24,1,2,5.11,2458.8
SRV_ACC00785_01,2024-06-26,ACC00785,Aconcagua Energía Corp.,Santa Fe,Servicio técnico,Mantenimiento correctivo,audit,12,1,2,11.28,1662.29
SRV_ACC00785_02,2026-01-07,ACC00785,Aconcagua Energía Corp.,Santa Fe,Cursos de capacitación,Capacitación técnica,corrective,4,1,1,2.42,2455.12
SRV_ACC00785_03,2025-09-26,ACC00785,Aconcagua Energía Corp.,Santa Fe,Cursos de capacitación,Capacitación técnica,preventive,4,1,2,2.5,1731.84
SRV_ACC00786_01,2024-06-05,ACC00786,Delta Infraestructura S.A.,Mendoza,Cursos de capacitación,Capacitación técnica,audit,12,1,3,1.17,2443.22
SRV_ACC00786_02,2024-07-16,ACC00786,Delta Infraestructura S.A.,Mendoza,Cursos de capacitación,Capacitación técnica,preventive,48,1,3,1.4,4687.52
SRV_ACC00786_03,2025-08-25,ACC00786,Delta Infraestructura S.A.,Mendoza,Cursos de capacitación,Capacitación técnica,preventive,8,1,3,12.42,1525.23
SRV_ACC00786_04,2024-07-06,ACC00786,Delta Infraestructura S.A.,Mendoza,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,8,1,3,6.23,15776.01
SRV_ACC00786_05,2025-04-30,ACC00786,Delta Infraestructura S.A.,Mendoza,Cursos de capacitación,Capacitación técnica,preventive,4,1,1,2.92,3379.36
SRV_ACC00787_01,2024-05-16,ACC00787,Austral Infraestructura S.A.,CABA,Auditoria de Aire Sullair,Auditoría industrial,corrective,12,1,1,1.71,825.3
SRV_ACC00787_02,2025-07-24,ACC00787,Austral Infraestructura S.A.,CABA,Cursos de capacitación,Capacitación técnica,corrective,24,1,4,4.92,1551.48
SRV_ACC00787_03,2025-03-29,ACC00787,Austral Infraestructura S.A.,CABA,Cursos de capacitación,Capacitación técnica,preventive,48,1,1,2.52,4908.69
SRV_ACC00787_04,2024-07-16,ACC00787,Austral Infraestructura S.A.,CABA,Cursos de capacitación,Capacitación técnica,audit,8,1,1,5.97,1924.68
SRV_ACC00788_01,2025-01-04,ACC00788,Sur Servicios S.R.L.,Santa Cruz,Cursos de capacitación,Capacitación técnica,corrective,24,1,1,4.95,4364.98
SRV_ACC00788_02,2024-04-25,ACC00788,Sur Servicios S.R.L.,Santa Cruz,Cursos de capacitación,Capacitación técnica,preventive,24,1,0,2.29,3523.43
SRV_ACC00788_03,2026-03-02,ACC00788,Sur Servicios S.R.L.,Santa Cruz,Cursos de capacitación,Capacitación técnica,training,24,1,2,6.06,2176.03
SRV_ACC00789_01,2025-08-21,ACC00789,Litoral Operaciones Servicios,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,8,1,0,21.42,11337.85
SRV_ACC00789_02,2026-03-17,ACC00789,Litoral Operaciones Servicios,Córdoba,Servicio técnico,Mantenimiento correctivo,preventive,12,1,2,1.48,4807.91
SRV_ACC00789_03,2024-08-04,ACC00789,Litoral Operaciones Servicios,Córdoba,Cursos de capacitación,Capacitación técnica,preventive,4,1,4,1.68,2858.62
SRV_ACC00790_01,2026-03-14,ACC00790,Delta Solutions Argentina,Neuquén,Servicio técnico,Mantenimiento correctivo,corrective,4,1,1,4.26,5416.93
SRV_ACC00790_02,2025-02-13,ACC00790,Delta Solutions Argentina,Neuquén,Auditoria de Aire Sullair,Auditoría industrial,preventive,12,1,4,5.79,2767.36
SRV_ACC00790_03,2024-08-19,ACC00790,Delta Solutions Argentina,Neuquén,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,24,1,1,0.97,25522.26
SRV_ACC00791_01,2025-10-01,ACC00791,Cumbre Logística Group,Mendoza,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,1,1.39,23645.89
SRV_ACC00791_02,2025-03-14,ACC00791,Cumbre Logística Group,Mendoza,Auditoria de Aire Sullair,Auditoría industrial,preventive,8,1,2,1.72,5271.04
SRV_ACC00791_03,2025-11-13,ACC00791,Cumbre Logística Group,Mendoza,Cursos de capacitación,Capacitación técnica,preventive,4,0,2,3.93,3371.72
SRV_ACC00791_04,2025-05-10,ACC00791,Cumbre Logística Group,Mendoza,Auditoria de Aire Sullair,Auditoría industrial,preventive,48,1,3,1.76,8336.58
SRV_ACC00792_01,2025-04-21,ACC00792,Andes Energía S.R.L.,Córdoba,Cursos de capacitación,Capacitación técnica,audit,12,1,2,0.84,3769.63
SRV_ACC00792_02,2024-08-04,ACC00792,Andes Energía S.R.L.,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,12,1,0,0.91,5301.43
SRV_ACC00793_01,2024-05-13,ACC00793,Sur Industrial Argentina,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,1,4,3.51,11041.45
SRV_ACC00793_02,2025-10-27,ACC00793,Sur Industrial Argentina,Buenos Aires,Servicio técnico,Mantenimiento correctivo,audit,4,1,1,0.75,2557.52
SRV_ACC00793_03,2025-06-18,ACC00793,Sur Industrial Argentina,Buenos Aires,Servicio técnico,Mantenimiento correctivo,corrective,48,1,4,1.66,15982.36
SRV_ACC00793_04,2025-05-13,ACC00793,Sur Industrial Argentina,Buenos Aires,Cursos de capacitación,Capacitación técnica,preventive,12,1,4,2.13,4657.28
SRV_ACC00794_01,2025-12-29,ACC00794,Pampa Energía Servicios,Jujuy,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,24,0,2,5.65,21613.03
SRV_ACC00794_02,2025-09-22,ACC00794,Pampa Energía Servicios,Jujuy,Auditoria de Aire Sullair,Auditoría industrial,audit,8,1,1,4.27,6384.12
SRV_ACC00794_03,2025-10-05,ACC00794,Pampa Energía Servicios,Jujuy,Auditoria de Aire Sullair,Auditoría industrial,audit,8,1,1,4.46,4718.42
SRV_ACC00794_04,2026-01-03,ACC00794,Pampa Energía Servicios,Jujuy,Cursos de capacitación,Capacitación técnica,training,8,1,1,1.74,3192.52
SRV_ACC00795_01,2025-05-14,ACC00795,Andes Minera Corp.,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,12,1,3,1.46,19749.5
SRV_ACC00795_02,2024-08-26,ACC00795,Andes Minera Corp.,CABA,Servicio técnico,Mantenimiento correctivo,preventive,8,1,0,2.23,10544.79
SRV_ACC00796_01,2025-09-27,ACC00796,Norte Industrial Argentina,Santa Cruz,Cursos de capacitación,Capacitación técnica,training,12,1,4,6.94,1986.26
SRV_ACC00796_02,2025-12-23,ACC00796,Norte Industrial Argentina,Santa Cruz,Servicio técnico,Mantenimiento correctivo,corrective,48,1,4,8.95,5699.22
SRV_ACC00796_03,2024-12-22,ACC00796,Norte Industrial Argentina,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,audit,8,0,0,9.6,3938.14
SRV_ACC00797_01,2025-10-19,ACC00797,Litoral Energía Corp.,Catamarca,Servicio técnico,Mantenimiento correctivo,corrective,8,1,2,6.33,13489.08
SRV_ACC00797_02,2025-04-06,ACC00797,Litoral Energía Corp.,Catamarca,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,1,1.52,14681.31
SRV_ACC00797_03,2024-09-09,ACC00797,Litoral Energía Corp.,Catamarca,Servicio técnico,Mantenimiento correctivo,audit,12,0,4,0.93,17699.73
SRV_ACC00797_04,2025-07-06,ACC00797,Litoral Energía Corp.,Catamarca,Cursos de capacitación,Capacitación técnica,preventive,12,0,5,4.31,2182.49
SRV_ACC00797_05,2024-10-14,ACC00797,Litoral Energía Corp.,Catamarca,Auditoria de Aire Sullair,Auditoría industrial,corrective,8,1,3,0.5,7592.8
SRV_ACC00798_01,2025-05-01,ACC00798,Litoral Energía Group,Chubut,Servicio técnico,Mantenimiento correctivo,corrective,24,1,1,8.63,1662.39
SRV_ACC00798_02,2025-05-01,ACC00798,Litoral Energía Group,Chubut,Cursos de capacitación,Capacitación técnica,audit,12,1,3,3.36,1340.9
SRV_ACC00798_03,2025-10-16,ACC00798,Litoral Energía Group,Chubut,Cursos de capacitación,Capacitación técnica,corrective,12,1,3,1.44,3560.59
SRV_ACC00798_04,2025-09-17,ACC00798,Litoral Energía Group,Chubut,Auditoria de Aire Sullair,Auditoría industrial,training,12,1,5,5.58,2068.12
SRV_ACC00799_01,2026-03-05,ACC00799,Austral Industrial Argentina,Santa Cruz,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,5,2.51,20859.84
SRV_ACC00799_02,2025-01-06,ACC00799,Austral Industrial Argentina,Santa Cruz,Servicio técnico,Mantenimiento correctivo,audit,24,1,0,2.47,18764.96
SRV_ACC00799_03,2025-03-10,ACC00799,Austral Industrial Argentina,Santa Cruz,Servicio técnico,Mantenimiento correctivo,corrective,24,1,2,2.44,16954.54
SRV_ACC00799_04,2026-02-14,ACC00799,Austral Industrial Argentina,Santa Cruz,Cursos de capacitación,Capacitación técnica,training,8,1,3,2.82,746.23
SRV_ACC00799_05,2025-12-07,ACC00799,Austral Industrial Argentina,Santa Cruz,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,3,1.72,39792.23
SRV_ACC00800_01,2026-02-26,ACC00800,Norte Servicios S.R.L.,Santa Cruz,Cursos de capacitación,Capacitación técnica,preventive,8,1,1,1.8,2013.48
SRV_ACC00800_02,2024-10-07,ACC00800,Norte Servicios S.R.L.,Santa Cruz,Cursos de capacitación,Capacitación técnica,preventive,48,1,5,3.44,3972.85
SRV_ACC00800_03,2024-05-17,ACC00800,Norte Servicios S.R.L.,Santa Cruz,Servicio técnico,Mantenimiento correctivo,preventive,4,1,3,4.33,16912.02
SRV_ACC00800_04,2025-11-03,ACC00800,Norte Servicios S.R.L.,Santa Cruz,Cursos de capacitación,Capacitación técnica,audit,24,1,2,1.67,1995.0
SRV_ACC00801_01,2024-05-22,ACC00801,Cumbre Minera Argentina,CABA,Servicio técnico,Mantenimiento correctivo,preventive,8,1,1,0.64,19574.94
SRV_ACC00801_02,2025-09-19,ACC00801,Cumbre Minera Argentina,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,8,1,1,0.98,24373.6
SRV_ACC00801_03,2025-10-21,ACC00801,Cumbre Minera Argentina,CABA,Servicio técnico,Mantenimiento correctivo,corrective,12,0,1,0.5,5931.16
SRV_ACC00801_04,2025-04-09,ACC00801,Cumbre Minera Argentina,CABA,Cursos de capacitación,Capacitación técnica,preventive,48,1,3,6.62,2752.83
SRV_ACC00802_01,2024-05-12,ACC00802,Pampa Energía S.A.,CABA,Cursos de capacitación,Capacitación técnica,corrective,24,1,2,5.52,4894.14
SRV_ACC00802_02,2025-02-24,ACC00802,Pampa Energía S.A.,CABA,Servicio técnico,Mantenimiento correctivo,preventive,8,1,1,4.07,14093.18
SRV_ACC00803_01,2024-05-06,ACC00803,Austral Logística Group,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,audit,24,1,2,2.22,2651.56
SRV_ACC00803_02,2026-01-13,ACC00803,Austral Logística Group,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,preventive,48,0,0,6.84,11060.18
SRV_ACC00803_03,2025-09-26,ACC00803,Austral Logística Group,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,audit,12,1,0,7.47,4728.55
SRV_ACC00804_01,2024-07-10,ACC00804,Pampa Energía Group,Buenos Aires,Servicio técnico,Mantenimiento correctivo,corrective,24,1,1,2.98,2528.66
SRV_ACC00804_02,2025-11-06,ACC00804,Pampa Energía Group,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,1,2,4.72,4531.34
SRV_ACC00804_03,2025-12-22,ACC00804,Pampa Energía Group,Buenos Aires,Cursos de capacitación,Capacitación técnica,preventive,8,1,1,2.64,4974.28
SRV_ACC00804_04,2025-05-13,ACC00804,Pampa Energía Group,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,corrective,24,0,1,1.77,6178.12
SRV_ACC00804_05,2025-09-25,ACC00804,Pampa Energía Group,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,preventive,48,1,1,0.51,2170.34
SRV_ACC00805_01,2025-04-07,ACC00805,Litoral Servicios Group,CABA,Servicio técnico,Mantenimiento correctivo,corrective,4,1,1,5.0,13456.72
SRV_ACC00805_02,2026-03-15,ACC00805,Litoral Servicios Group,CABA,Cursos de capacitación,Capacitación técnica,preventive,8,1,1,3.23,2732.98
SRV_ACC00805_03,2024-04-24,ACC00805,Litoral Servicios Group,CABA,Cursos de capacitación,Capacitación técnica,corrective,24,1,1,4.31,3767.62
SRV_ACC00805_04,2025-01-19,ACC00805,Litoral Servicios Group,CABA,Auditoria de Aire Sullair,Auditoría industrial,audit,12,1,0,4.88,10717.45
SRV_ACC00806_01,2024-12-21,ACC00806,Austral Operaciones Servicios,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,corrective,24,1,0,1.96,6178.25
SRV_ACC00807_01,2025-12-03,ACC00807,Cumbre Infraestructura Servicios,San Juan,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,24,1,1,3.02,41726.7
SRV_ACC00807_02,2024-05-06,ACC00807,Cumbre Infraestructura Servicios,San Juan,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,4,1,4,2.54,6345.16
SRV_ACC00807_03,2025-07-06,ACC00807,Cumbre Infraestructura Servicios,San Juan,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,48,1,2,5.5,25833.0
SRV_ACC00807_04,2025-01-06,ACC00807,Cumbre Infraestructura Servicios,San Juan,Auditoria de Aire Sullair,Auditoría industrial,preventive,12,0,1,10.31,4490.22
SRV_ACC00807_05,2024-12-11,ACC00807,Cumbre Infraestructura Servicios,San Juan,Cursos de capacitación,Capacitación técnica,corrective,48,1,1,5.95,3000.15
SRV_ACC00808_01,2025-04-16,ACC00808,Norte Solutions S.A.,Neuquén,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,4,1,4,6.7,21033.54
SRV_ACC00808_02,2025-05-31,ACC00808,Norte Solutions S.A.,Neuquén,Cursos de capacitación,Capacitación técnica,corrective,4,1,2,4.97,738.38
SRV_ACC00808_03,2024-06-14,ACC00808,Norte Solutions S.A.,Neuquén,Auditoria de Aire Sullair,Auditoría industrial,preventive,4,1,1,1.26,1528.79
SRV_ACC00809_01,2025-02-15,ACC00809,Pampa Servicios S.R.L.,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,preventive,4,1,2,1.74,9366.49
SRV_ACC00810_01,2024-06-17,ACC00810,Norte Solutions S.R.L.,Mendoza,Cursos de capacitación,Capacitación técnica,corrective,12,1,3,2.62,746.78
SRV_ACC00810_02,2024-04-21,ACC00810,Norte Solutions S.R.L.,Mendoza,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,3,1.97,16498.04
SRV_ACC00811_01,2025-04-27,ACC00811,Delta Infraestructura S.A.,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,corrective,8,1,1,2.69,8066.94
SRV_ACC00812_01,2024-10-19,ACC00812,Patagonia Industrial S.A.,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,training,4,1,0,0.51,9295.13
SRV_ACC00813_01,2025-02-10,ACC00813,Litoral Logística Servicios,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,preventive,12,1,2,7.14,8056.37
SRV_ACC00813_02,2025-01-08,ACC00813,Litoral Logística Servicios,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,training,8,1,2,2.0,8921.53
SRV_ACC00813_03,2024-07-05,ACC00813,Litoral Logística Servicios,Córdoba,Servicio técnico,Mantenimiento correctivo,corrective,8,1,3,4.0,1813.03
SRV_ACC00814_01,2024-08-17,ACC00814,Cumbre Minera S.A.,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,corrective,24,1,1,7.28,6979.77
SRV_ACC00815_01,2024-10-30,ACC00815,Andes Solutions Servicios,Córdoba,Servicio técnico,Mantenimiento correctivo,corrective,48,1,0,3.02,9044.11
SRV_ACC00815_02,2024-05-02,ACC00815,Andes Solutions Servicios,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,preventive,4,1,1,0.56,8266.76
SRV_ACC00816_01,2024-05-24,ACC00816,Austral Servicios Group,Mendoza,Cursos de capacitación,Capacitación técnica,preventive,12,1,1,4.92,2690.16
SRV_ACC00817_01,2025-08-13,ACC00817,Cumbre Energía Corp.,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,12,1,3,4.16,35576.39
SRV_ACC00817_02,2024-07-12,ACC00817,Cumbre Energía Corp.,CABA,Auditoria de Aire Sullair,Auditoría industrial,audit,48,1,3,1.53,6466.9
SRV_ACC00817_03,2025-04-25,ACC00817,Cumbre Energía Corp.,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,24,1,1,3.91,40675.08
SRV_ACC00818_01,2025-04-13,ACC00818,Norte Tecnología Servicios,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,preventive,24,1,3,5.61,7601.57
SRV_ACC00819_01,2024-09-28,ACC00819,Litoral Infraestructura S.A.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,24,1,1,2.11,43053.87
SRV_ACC00819_02,2024-05-20,ACC00819,Litoral Infraestructura S.A.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,4,1,2,0.89,24114.01
SRV_ACC00819_03,2025-04-08,ACC00819,Litoral Infraestructura S.A.,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,preventive,48,1,1,1.64,4721.35
SRV_ACC00819_04,2025-05-09,ACC00819,Litoral Infraestructura S.A.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,24,0,2,3.34,44629.3
SRV_ACC00820_01,2025-10-08,ACC00820,Patagonia Infraestructura S.R.L.,Santa Fe,Cursos de capacitación,Capacitación técnica,corrective,48,1,2,2.09,759.85
SRV_ACC00820_02,2025-06-10,ACC00820,Patagonia Infraestructura S.R.L.,Santa Fe,Cursos de capacitación,Capacitación técnica,corrective,24,1,0,5.18,1537.49
SRV_ACC00820_03,2024-09-23,ACC00820,Patagonia Infraestructura S.R.L.,Santa Fe,Cursos de capacitación,Capacitación técnica,preventive,48,1,3,1.66,2664.68
SRV_ACC00820_04,2025-12-18,ACC00820,Patagonia Infraestructura S.R.L.,Santa Fe,Servicio técnico,Mantenimiento correctivo,corrective,8,1,4,6.18,17679.76
SRV_ACC00820_05,2025-06-04,ACC00820,Patagonia Infraestructura S.R.L.,Santa Fe,Cursos de capacitación,Capacitación técnica,preventive,8,1,3,2.77,2084.43
SRV_ACC00821_01,2025-02-02,ACC00821,Aconcagua Energía Group,Mendoza,Servicio técnico,Mantenimiento correctivo,corrective,8,1,1,3.01,17037.59
SRV_ACC00821_02,2025-06-15,ACC00821,Aconcagua Energía Group,Mendoza,Servicio técnico,Mantenimiento correctivo,preventive,12,1,2,0.61,9217.96
SRV_ACC00821_03,2024-10-29,ACC00821,Aconcagua Energía Group,Mendoza,Auditoria de Aire Sullair,Auditoría industrial,corrective,24,1,2,5.63,3356.1
SRV_ACC00821_04,2024-11-06,ACC00821,Aconcagua Energía Group,Mendoza,Auditoria de Aire Sullair,Auditoría industrial,audit,12,1,3,4.91,4605.04
SRV_ACC00822_01,2025-09-27,ACC00822,Delta Operaciones Servicios,CABA,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,1,3,2.84,10590.4
SRV_ACC00822_02,2024-12-07,ACC00822,Delta Operaciones Servicios,CABA,Cursos de capacitación,Capacitación técnica,corrective,4,1,3,1.32,2986.37
SRV_ACC00822_03,2025-01-23,ACC00822,Delta Operaciones Servicios,CABA,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,1,5,0.97,3339.13
SRV_ACC00822_04,2024-07-11,ACC00822,Delta Operaciones Servicios,CABA,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,1,1,5.82,10404.63
SRV_ACC00823_01,2025-04-29,ACC00823,Delta Oil Corp.,San Juan,Servicio técnico,Mantenimiento correctivo,corrective,8,1,5,2.62,14018.04
SRV_ACC00823_02,2024-04-26,ACC00823,Delta Oil Corp.,San Juan,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,12,0,2,5.76,3060.39
SRV_ACC00823_03,2024-05-27,ACC00823,Delta Oil Corp.,San Juan,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,6,2.13,46333.16
SRV_ACC00823_04,2024-12-14,ACC00823,Delta Oil Corp.,San Juan,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,8,1,1,5.94,28973.73
SRV_ACC00824_01,2025-11-12,ACC00824,Austral Industrial Corp.,Santa Fe,Servicio técnico,Mantenimiento correctivo,preventive,4,1,4,4.31,6690.12
SRV_ACC00824_02,2024-12-12,ACC00824,Austral Industrial Corp.,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,preventive,48,1,7,8.35,10959.52
SRV_ACC00825_01,2024-12-10,ACC00825,Norte Industrial Corp.,CABA,Cursos de capacitación,Capacitación técnica,corrective,4,1,0,7.5,2842.48
SRV_ACC00825_02,2025-10-15,ACC00825,Norte Industrial Corp.,CABA,Servicio técnico,Mantenimiento correctivo,preventive,4,0,1,4.22,18539.99
SRV_ACC00826_01,2024-10-11,ACC00826,Sur Tecnología S.A.,Río Negro,Auditoria de Aire Sullair,Auditoría industrial,training,24,0,1,4.22,2334.35
SRV_ACC00827_01,2024-09-23,ACC00827,Delta Oil Argentina,CABA,Cursos de capacitación,Capacitación técnica,preventive,48,1,1,0.5,4682.04
SRV_ACC00827_02,2026-03-03,ACC00827,Delta Oil Argentina,CABA,Cursos de capacitación,Capacitación técnica,corrective,4,1,2,1.3,2788.2
SRV_ACC00827_03,2026-02-15,ACC00827,Delta Oil Argentina,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,2,1.0,32105.82
SRV_ACC00827_04,2025-01-13,ACC00827,Delta Oil Argentina,CABA,Auditoria de Aire Sullair,Auditoría industrial,audit,4,1,1,2.31,4229.39
SRV_ACC00828_01,2025-12-03,ACC00828,Patagonia Industrial S.R.L.,CABA,Servicio técnico,Mantenimiento correctivo,audit,12,1,3,6.23,14857.21
SRV_ACC00828_02,2025-11-02,ACC00828,Patagonia Industrial S.R.L.,CABA,Auditoria de Aire Sullair,Auditoría industrial,training,24,1,0,0.57,2232.16
SRV_ACC00828_03,2025-04-24,ACC00828,Patagonia Industrial S.R.L.,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,4,1,1,3.14,40382.14
SRV_ACC00829_01,2025-07-04,ACC00829,Aconcagua Minera S.R.L.,Neuquén,Servicio técnico,Mantenimiento correctivo,preventive,24,1,0,3.86,17289.83
